ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
74962,25-34 years old,3,NA,NA
74963,65 years or older,40,150000,150000
74964,18-24 years old,3,NA,NA
74965,18-24 years old,10,40000,42836
74966,25-34 years old,10,400000,81150
74967,35-44 years old,3,115000,85504
74968,25-34 years old,8,92000,92000
74969,18-24 years old,5,24000,25701
74970,35-44 years old,16,48000,51403
74971,45-54 years old,12,NA,NA
74972,25-34 years old,6,NA,NA
74973,35-44 years old,8,166000,123423
74974,25-34 years old,8,NA,NA
74975,Under 18 years old,5,NA,NA
74976,35-44 years old,25,75000,75000
74977,35-44 years old,2,18000,3652
74978,25-34 years old,10,NA,NA
74979,45-54 years old,25,140000,140000
74980,25-34 years old,8,32000,34269
74981,18-24 years old,4,NA,NA
74982,25-34 years old,20,8500,8500
74983,18-24 years old,7,NA,NA
74984,Under 18 years old,2,NA,NA
74985,Under 18 years old,2,NA,NA
74986,65 years or older,More than 50 years,NA,NA
74987,18-24 years old,3,NA,NA
74988,25-34 years old,3,72000,72000
74989,25-34 years old,8,110424,110424
74990,25-34 years old,10,122500,122500
74991,55-64 years old,41,250000,250000
74992,25-34 years old,15,185000,185000
74993,25-34 years old,14,NA,NA
74994,25-34 years old,10,432000,62115
74995,35-44 years old,25,NA,NA
74996,35-44 years old,21,NA,NA
74997,18-24 years old,7,500000,500000
74998,25-34 years old,17,200000,200000
74999,25-34 years old,9,37488,40146
75000,25-34 years old,4,125010,33962
75001,18-24 years old,3,NA,NA
75002,35-44 years old,22,186000,186000
75003,25-34 years old,5,33000,40966
75004,35-44 years old,15,NA,NA
75005,25-34 years old,10,NA,NA
75006,35-44 years old,23,NA,NA
75007,45-54 years old,27,NA,NA
75008,25-34 years old,15,250000,250000
75009,35-44 years old,15,95000,70634
75010,35-44 years old,19,14580000,51043
75011,25-34 years old,22,NA,NA
75012,45-54 years old,36,30000,32127
75013,35-44 years old,6,112500,112500
75014,35-44 years old,19,NA,NA
75015,35-44 years old,25,180000,180000
75016,25-34 years old,7,165000,165000
75017,35-44 years old,20,NA,NA
75018,18-24 years old,7,NA,NA
75019,55-64 years old,5,NA,NA
75020,45-54 years old,20,NA,NA
75021,25-34 years old,12,NA,NA
75022,45-54 years old,34,NA,NA
75023,18-24 years old,11,NA,NA
75024,25-34 years old,NA,NA,NA
75025,35-44 years old,27,260000,260000
75026,35-44 years old,20,120000,148966
75027,Under 18 years old,Less than 1 year,NA,NA
75028,65 years or older,30,NA,NA
75029,65 years or older,More than 50 years,NA,NA
75030,35-44 years old,10,NA,NA
75031,25-34 years old,7,NA,NA
75032,25-34 years old,12,130000,96657
75033,25-34 years old,3,NA,NA
75034,25-34 years old,8,46000,49261
75035,25-34 years old,7,NA,NA
75036,Prefer not to say,2,NA,NA
75037,25-34 years old,18,NA,NA
75038,25-34 years old,9,97000,103877
75039,18-24 years old,10,NA,NA
75040,35-44 years old,30,NA,NA
75041,35-44 years old,22,150000,150000
75042,45-54 years old,30,NA,NA
75043,25-34 years old,10,59000,32298
75044,25-34 years old,10,960000,49797
75045,25-34 years old,12,50000,62069
75046,18-24 years old,10,110000,81787
75047,55-64 years old,40,NA,NA
75048,55-64 years old,41,235000,235000
75049,18-24 years old,6,NA,NA
75050,25-34 years old,10,NA,NA
75051,18-24 years old,6,NA,NA
75052,25-34 years old,14,180000,180000
75053,25-34 years old,13,60000,64254
75054,35-44 years old,4,80000,99311
75055,65 years or older,50,120000,120000
75056,35-44 years old,14,77000,77000
75057,18-24 years old,6,NA,NA
75058,35-44 years old,20,80000,99311
75059,18-24 years old,5,100000,100000
75060,35-44 years old,10,180000,192761
75061,18-24 years old,6,24000,24000
75062,35-44 years old,7,200000,200000
75063,25-34 years old,5,62000,62000
75064,35-44 years old,20,200000,200000
75065,18-24 years old,5,NA,NA
75066,35-44 years old,19,20000,14870
75067,18-24 years old,3,NA,NA
75068,25-34 years old,5,NA,NA
75069,35-44 years old,25,NA,NA
75070,35-44 years old,6,NA,NA
75071,55-64 years old,20,110000,110000
75072,45-54 years old,37,160000,160000
75073,35-44 years old,21,NA,NA
75074,55-64 years old,15,NA,NA
75075,35-44 years old,18,2800000,3499
75076,45-54 years old,33,135000,135000
75077,35-44 years old,25,35000,37481
75078,25-34 years old,10,NA,NA
75079,25-34 years old,8,98000,98000
75080,35-44 years old,10,NA,NA
75081,25-34 years old,7,106000,106000
75082,65 years or older,25,NA,NA
75083,45-54 years old,39,95000,101735
75084,18-24 years old,4,NA,NA
75085,18-24 years old,5,NA,NA
75086,65 years or older,49,130000,161380
75087,18-24 years old,5,NA,NA
75088,45-54 years old,34,NA,NA
75089,25-34 years old,9,NA,NA
75090,18-24 years old,10,NA,NA
75091,25-34 years old,13,125000,92939
75092,35-44 years old,27,NA,NA
75093,25-34 years old,5,71000,76034
75094,25-34 years old,20,25000,26772
75095,25-34 years old,4,85000,63199
75096,35-44 years old,23,85000,91026
75097,45-54 years old,28,125000,125000
75098,45-54 years old,25,300000,300000
75099,25-34 years old,3,60000,74483
75100,55-64 years old,47,275000,275000
75101,25-34 years old,10,156000,33661
75102,25-34 years old,13,600000,28204
75103,45-54 years old,14,192000,192000
75104,45-54 years old,30,40000,49655
75105,25-34 years old,4,80000,80000
75106,18-24 years old,2,69000,73892
75107,Under 18 years old,21,NA,NA
75108,18-24 years old,7,NA,NA
75109,25-34 years old,8,112000,112000
75110,55-64 years old,43,72000,77104
75111,25-34 years old,12,260000,260000
75112,18-24 years old,5,NA,NA
75113,35-44 years old,20,NA,NA
75114,45-54 years old,25,NA,NA
75115,Under 18 years old,5,NA,NA
75116,25-34 years old,16,72000,77104
75117,55-64 years old,26,40000,42836
75118,Under 18 years old,7,NA,NA
75119,18-24 years old,1,NA,NA
75120,18-24 years old,4,NA,NA
75121,18-24 years old,6,85000,85000
75122,18-24 years old,3,NA,NA
75123,35-44 years old,8,NA,NA
75124,45-54 years old,26,110000,121238
75125,35-44 years old,18,NA,NA
75126,18-24 years old,5,13451,166
75127,25-34 years old,8,220000,220000
75128,35-44 years old,6,NA,NA
75129,35-44 years old,26,NA,NA
75130,35-44 years old,3,NA,NA
75131,18-24 years old,3,120000,28711
75132,35-44 years old,27,130000,130000
75133,18-24 years old,10,65000,69608
75134,35-44 years old,17,NA,NA
75135,35-44 years old,25,NA,NA
75136,18-24 years old,7,88000,17853
75137,18-24 years old,7,NA,NA
75138,25-34 years old,8,NA,NA
75139,35-44 years old,13,NA,NA
75140,25-34 years old,14,95000,101735
75141,45-54 years old,35,150000,150000
75142,25-34 years old,8,2000000,24234
75143,25-34 years old,6,5000000,10831
75144,35-44 years old,8,NA,NA
75145,45-54 years old,28,600000,31123
75146,35-44 years old,3,NA,NA
75147,25-34 years old,7,NA,NA
75148,25-34 years old,11,620235,89180
75149,55-64 years old,40,NA,NA
75150,25-34 years old,15,128125,128125
75151,45-54 years old,30,208000,126260
75152,18-24 years old,7,NA,NA
75153,18-24 years old,Less than 1 year,NA,NA
75154,35-44 years old,26,NA,NA
75155,25-34 years old,9,NA,NA
75156,18-24 years old,8,NA,NA
75157,25-34 years old,17,NA,NA
75158,25-34 years old,13,215000,215000
75159,35-44 years old,9,NA,NA
75160,35-44 years old,12,2100,2249
75161,25-34 years old,12,56500,56500
75162,25-34 years old,8,NA,NA
75163,18-24 years old,6,NA,NA
75164,25-34 years old,7,100721,100721
75165,25-34 years old,4,NA,NA
75166,35-44 years old,16,144000000,33156
75167,35-44 years old,5,NA,NA
75168,18-24 years old,10,120000,120000
75169,35-44 years old,19,225000,225000
75170,25-34 years old,3,24000,25701
75171,45-54 years old,30,121000,89965
75172,Under 18 years old,2,NA,NA
75173,25-34 years old,13,NA,NA
75174,25-34 years old,4,62400,46395
75175,Under 18 years old,1,NA,NA
75176,45-54 years old,35,NA,NA
75177,35-44 years old,1,NA,NA
75178,18-24 years old,2,55000,55000
75179,18-24 years old,1,NA,NA
75180,25-34 years old,NA,NA,NA
75181,Prefer not to say,25,NA,NA
75182,25-34 years old,9,444000,118672
75183,35-44 years old,4,70000,70000
75184,18-24 years old,5,NA,NA
75185,25-34 years old,5,80000,80000
75186,18-24 years old,14,NA,NA
75187,25-34 years old,14,55050,58953
75188,25-34 years old,13,230000,230000
75189,18-24 years old,3,NA,NA
75190,45-54 years old,30,NA,NA
75191,25-34 years old,11,48000,51403
75192,18-24 years old,NA,NA,NA
75193,25-34 years old,14,NA,NA
75194,18-24 years old,6,NA,NA
75195,18-24 years old,1,NA,NA
75196,Prefer not to say,1,NA,NA
75197,18-24 years old,10,NA,NA
75198,35-44 years old,15,42000,44978
75199,25-34 years old,3,NA,NA
75200,25-34 years old,5,NA,NA
75201,25-34 years old,13,NA,NA
75202,35-44 years old,15,NA,NA
75203,45-54 years old,41,140000,140000
75204,18-24 years old,8,NA,NA
75205,35-44 years old,13,NA,NA
75206,35-44 years old,17,NA,NA
75207,65 years or older,More than 50 years,NA,NA
75208,25-34 years old,16,200000,200000
75209,18-24 years old,4,NA,NA
75210,35-44 years old,NA,NA,NA
75211,25-34 years old,5,123000,123000
75212,Under 18 years old,4,NA,NA
75213,18-24 years old,5,NA,NA
75214,25-34 years old,7,70000,74963
75215,18-24 years old,3,NA,NA
75216,25-34 years old,7,130000,130000
75217,18-24 years old,5,NA,NA
75218,18-24 years old,5,NA,NA
75219,35-44 years old,18,11000000,31904
75220,35-44 years old,10,NA,NA
75221,45-54 years old,30,NA,NA
75222,25-34 years old,13,140000,140000
75223,18-24 years old,5,13500,14457
75224,35-44 years old,21,NA,NA
75225,25-34 years old,4,10000,10709
75226,35-44 years old,30,117571,117571
75227,25-34 years old,10,NA,NA
75228,55-64 years old,40,NA,NA
75229,45-54 years old,17,145000,88018
75230,18-24 years old,6,330000,15512
75231,35-44 years old,36,63000,67466
75232,Under 18 years old,4,NA,NA
75233,18-24 years old,5,NA,NA
75234,45-54 years old,38,NA,NA
75235,18-24 years old,Less than 1 year,NA,NA
75236,45-54 years old,27,195000,39561
75237,18-24 years old,10,30000,32127
75238,25-34 years old,8,50000,53545
75239,35-44 years old,17,130000,85935
75240,25-34 years old,6,26400,241
75241,35-44 years old,10,164000,164000
75242,35-44 years old,20,90000,111724
75243,25-34 years old,4,NA,NA
75244,Under 18 years old,4,NA,NA
75245,25-34 years old,11,NA,NA
75246,45-54 years old,26,72000,77104
75247,45-54 years old,28,NA,NA
75248,35-44 years old,31,NA,NA
75249,25-34 years old,10,35000,37481
75250,Under 18 years old,3,NA,NA
75251,35-44 years old,6,45000,55862
75252,45-54 years old,30,NA,NA
75253,18-24 years old,5,NA,NA
75254,55-64 years old,42,140000,104092
75255,25-34 years old,10,NA,NA
75256,25-34 years old,11,120000,24345
75257,35-44 years old,22,NA,NA
75258,25-34 years old,9,24000000,29995
75259,25-34 years old,10,82000,87813
75260,18-24 years old,5,NA,NA
75261,18-24 years old,7,22000,22000
75262,25-34 years old,10,140000,140000
75263,25-34 years old,13,300000,300000
75264,25-34 years old,12,250000,250000
75265,25-34 years old,16,145000,88018
75266,25-34 years old,10,165000,165000
75267,25-34 years old,10,NA,NA
75268,25-34 years old,10,NA,NA
75269,35-44 years old,25,250000,165260
75270,45-54 years old,28,NA,NA
75271,25-34 years old,7,66500,71215
75272,25-34 years old,5,NA,NA
75273,35-44 years old,20,1000000,57249
75274,35-44 years old,17,140000,140000
75275,25-34 years old,8,85000,91026
75276,25-34 years old,16,NA,NA
75277,35-44 years old,8,72000,77104
75278,45-54 years old,40,NA,NA
75279,18-24 years old,2,NA,NA
75280,25-34 years old,10,100000,124138
75281,45-54 years old,33,87850,94078
75282,65 years or older,40,175000,175000
75283,25-34 years old,21,150000,150000
75284,25-34 years old,10,NA,NA
75285,Under 18 years old,5,NA,NA
75286,25-34 years old,10,NA,NA
75287,45-54 years old,NA,NA,NA
75288,18-24 years old,6,NA,NA
75289,25-34 years old,1,NA,NA
75290,25-34 years old,1,37000,39623
75291,25-34 years old,5,45000,48190
75292,25-34 years old,20,50000,50000
75293,35-44 years old,24,70000,70000
75294,45-54 years old,39,60000,64254
75295,35-44 years old,20,NA,NA
75296,Prefer not to say,3,NA,NA
75297,25-34 years old,14,95000,117931
75298,35-44 years old,11,NA,NA
75299,18-24 years old,7,NA,NA
75300,Under 18 years old,6,NA,NA
75301,18-24 years old,3,NA,NA
75302,35-44 years old,20,85000,63199
75303,18-24 years old,10,552000,147538
75304,25-34 years old,14,170000,170000
75305,18-24 years old,9,84000,84000
75306,18-24 years old,8,NA,NA
75307,25-34 years old,4,44000,47119
75308,35-44 years old,24,160000,160000
75309,25-34 years old,19,125500,125500
75310,25-34 years old,9,129000,129000
75311,25-34 years old,10,NA,NA
75312,35-44 years old,22,51000000,63739
75313,Under 18 years old,3,NA,NA
75314,55-64 years old,39,NA,NA
75315,25-34 years old,15,600000,34350
75316,25-34 years old,11,180000,180000
75317,55-64 years old,38,120000,79325
75318,25-34 years old,4,NA,NA
75319,25-34 years old,14,NA,NA
75320,Under 18 years old,6,NA,NA
75321,55-64 years old,48,NA,NA
75322,18-24 years old,3,70000,70000
75323,35-44 years old,19,155000,155000
75324,25-34 years old,12,NA,NA
75325,25-34 years old,3,65000,65000
75326,55-64 years old,40,96504,96504
75327,25-34 years old,12,NA,NA
75328,25-34 years old,15,150000,30431
75329,45-54 years old,More than 50 years,1050000,95144
75330,45-54 years old,32,110000,136552
75331,45-54 years old,42,NA,NA
75332,35-44 years old,25,89000,110483
75333,18-24 years old,8,NA,NA
75334,35-44 years old,8,175000,175000
75335,35-44 years old,25,75000,80317
75336,18-24 years old,7,NA,NA
75337,35-44 years old,16,78000,78000
75338,18-24 years old,4,NA,NA
75339,Under 18 years old,2,NA,NA
75340,18-24 years old,Less than 1 year,NA,NA
75341,45-54 years old,28,NA,NA
75342,35-44 years old,30,500000,46071
75343,45-54 years old,36,NA,NA
75344,45-54 years old,29,NA,NA
75345,45-54 years old,5,NA,NA
75346,25-34 years old,12,58500,62647
75347,45-54 years old,30,NA,NA
75348,35-44 years old,19,148000,89839
75349,25-34 years old,8,200000,200000
75350,18-24 years old,6,43000,46049
75351,25-34 years old,6,21000,22489
75352,35-44 years old,20,14880000,61359
75353,18-24 years old,8,40000,49655
75354,35-44 years old,20,120000,89222
75355,35-44 years old,10,NA,NA
75356,45-54 years old,24,NA,NA
75357,45-54 years old,30,NA,NA
75358,25-34 years old,10,130000,130000
75359,55-64 years old,41,167000,167000
75360,45-54 years old,31,NA,NA
75361,18-24 years old,8,NA,NA
75362,35-44 years old,18,NA,NA
75363,Under 18 years old,8,NA,NA
75364,25-34 years old,15,1000000,92141
75365,45-54 years old,24,150000,150000
75366,45-54 years old,32,NA,NA
75367,35-44 years old,18,105000,69409
75368,25-34 years old,8,400000,400000
75369,45-54 years old,33,450000,450000
75370,35-44 years old,20,NA,NA
75371,18-24 years old,7,NA,NA
75372,35-44 years old,37,220000,220000
75373,Under 18 years old,3,NA,NA
75374,25-34 years old,NA,NA,NA
75375,35-44 years old,20,85000,85000
75376,35-44 years old,26,NA,NA
75377,25-34 years old,4,NA,NA
75378,18-24 years old,10,NA,NA
75379,25-34 years old,6,NA,NA
75380,25-34 years old,8,96000,102806
75381,25-34 years old,11,76000,81388
75382,25-34 years old,5,46000,49261
75383,25-34 years old,10,140000,149925
75384,18-24 years old,6,NA,NA
75385,45-54 years old,33,249000,249000
75386,25-34 years old,14,180000,180000
75387,25-34 years old,13,85000,3996
75388,25-34 years old,9,121000,73450
75389,25-34 years old,7,1251853,179997
75390,25-34 years old,20,NA,NA
75391,Under 18 years old,NA,NA,NA
75392,45-54 years old,NA,NA,NA
75393,35-44 years old,23,945000,85629
75394,45-54 years old,10,NA,NA
75395,25-34 years old,7,150000,30431
75396,45-54 years old,20,100000,107090
75397,Under 18 years old,4,NA,NA
75398,35-44 years old,34,200000,200000
75399,35-44 years old,28,NA,NA
75400,35-44 years old,28,6000000,74254
75401,35-44 years old,2,NA,NA
75402,25-34 years old,11,NA,NA
75403,35-44 years old,16,200000,40575
75404,55-64 years old,44,150000,150000
75405,35-44 years old,26,130000,78913
75406,35-44 years old,13,500000,500000
75407,Under 18 years old,6,NA,NA
75408,35-44 years old,30,500000,620691
75409,35-44 years old,25,100000,124138
75410,35-44 years old,23,157000,157000
75411,55-64 years old,45,100000,100000
75412,Under 18 years old,4,NA,NA
75413,35-44 years old,28,NA,NA
75414,45-54 years old,35,435000,22280
75415,35-44 years old,28,300000,300000
75416,55-64 years old,30,300000,182106
75417,18-24 years old,7,NA,NA
75418,Prefer not to say,Less than 1 year,NA,NA
75419,18-24 years old,10,NA,NA
75420,18-24 years old,3,95000,95000
75421,25-34 years old,11,120000,120000
75422,25-34 years old,10,118500,118500
75423,Under 18 years old,6,NA,NA
75424,25-34 years old,5,NA,NA
75425,35-44 years old,22,180000,133833
75426,25-34 years old,4,133000,28698
75427,18-24 years old,6,156000,37325
75428,25-34 years old,15,250000,250000
75429,35-44 years old,27,50000,53545
75430,45-54 years old,38,110000,117798
75431,55-64 years old,35,140000000,32235
75432,35-44 years old,21,145000,180000
75433,25-34 years old,3,2990000,37003
75434,18-24 years old,4,30000,7
75435,18-24 years old,6,NA,NA
75436,25-34 years old,NA,NA,NA
75437,45-54 years old,2,NA,NA
75438,18-24 years old,3,NA,NA
75439,35-44 years old,15,NA,NA
75440,Under 18 years old,4,NA,NA
75441,25-34 years old,24,NA,NA
75442,35-44 years old,36,115000,123153
75443,25-34 years old,5,36000,7304
75444,18-24 years old,4,24000,24000
75445,25-34 years old,15,90000,59494
75446,18-24 years old,10,NA,NA
75447,18-24 years old,3,NA,NA
75448,18-24 years old,5,NA,NA
75449,45-54 years old,24,NA,NA
75450,35-44 years old,20,185000,185000
75451,18-24 years old,7,NA,NA
75452,65 years or older,More than 50 years,NA,NA
75453,25-34 years old,1,NA,NA
75454,25-34 years old,6,NA,NA
75455,25-34 years old,3,500000,46071
75456,18-24 years old,8,NA,NA
75457,65 years or older,38,165000,165000
75458,18-24 years old,6,NA,NA
75459,25-34 years old,8,210000,210000
75460,25-34 years old,7,NA,NA
75461,25-34 years old,6,NA,NA
75462,45-54 years old,21,160000,160000
75463,45-54 years old,30,NA,NA
75464,25-34 years old,16,102000,102000
75465,35-44 years old,10,NA,NA
75466,Prefer not to say,3,NA,NA
75467,25-34 years old,18,100000,23926
75468,18-24 years old,8,150000,150000
75469,65 years or older,43,NA,NA
75470,25-34 years old,10,250000,250000
75471,25-34 years old,11,175000,175000
75472,25-34 years old,10,125000,125000
75473,25-34 years old,10,300000,300000
75474,25-34 years old,8,NA,NA
75475,45-54 years old,25,NA,NA
75476,18-24 years old,5,NA,NA
75477,18-24 years old,3,14000,14993
75478,25-34 years old,8,100000,23
75479,45-54 years old,40,NA,NA
75480,Under 18 years old,1,NA,NA
75481,45-54 years old,33,NA,NA
75482,18-24 years old,5,NA,NA
75483,45-54 years old,42,NA,NA
75484,18-24 years old,5,NA,NA
75485,25-34 years old,6,187500,187500
75486,45-54 years old,35,NA,NA
75487,25-34 years old,12,NA,NA
75488,25-34 years old,17,100000,100000
75489,18-24 years old,6,450000,41464
75490,45-54 years old,15,168274,125114
75491,35-44 years old,3,170000,170000
75492,18-24 years old,4,8000000,539
75493,35-44 years old,2,NA,NA
75494,25-34 years old,7,130000,130000
75495,18-24 years old,5,NA,NA
75496,35-44 years old,25,NA,NA
75497,25-34 years old,12,50000,53545
75498,25-34 years old,20,1200000,1200000
75499,35-44 years old,31,160000,160000
75500,45-54 years old,10,NA,NA
75501,25-34 years old,5,NA,NA
75502,25-34 years old,6,NA,NA
75503,18-24 years old,8,62000,66396
75504,25-34 years old,3,NA,NA
75505,18-24 years old,NA,NA,NA
75506,Prefer not to say,45,NA,NA
75507,45-54 years old,25,50000,53545
75508,35-44 years old,14,85000,85000
75509,18-24 years old,5,93000,93000
75510,45-54 years old,30,NA,NA
75511,35-44 years old,20,150000,150000
75512,25-34 years old,7,496149,100657
75513,18-24 years old,NA,NA,NA
75514,35-44 years old,20,77000,82459
75515,Under 18 years old,3,NA,NA
75516,Under 18 years old,4,NA,NA
75517,18-24 years old,5,NA,NA
75518,Under 18 years old,3,NA,NA
75519,Under 18 years old,8,NA,NA
75520,Under 18 years old,7,NA,NA
75521,Under 18 years old,2,NA,NA
75522,35-44 years old,24,NA,NA
75523,18-24 years old,2,70000,42492
75524,18-24 years old,5,16000000000,377960
75525,35-44 years old,Less than 1 year,120000,79325
75526,Under 18 years old,5,NA,NA
75527,25-34 years old,7,70000,70000
75528,Under 18 years old,4,NA,NA
75529,45-54 years old,3,NA,NA
75530,Under 18 years old,Less than 1 year,NA,NA
75531,35-44 years old,5,100000,60702
75532,Under 18 years old,10,NA,NA
75533,18-24 years old,5,NA,NA
75534,18-24 years old,8,NA,NA
75535,18-24 years old,7,NA,NA
75536,25-34 years old,10,100000,60702
75537,Under 18 years old,6,NA,NA
75538,18-24 years old,4,NA,NA
75539,25-34 years old,6,60000,13104
75540,Under 18 years old,4,NA,NA
75541,Under 18 years old,5,NA,NA
75542,Under 18 years old,3,NA,NA
75543,Under 18 years old,4,NA,NA
75544,18-24 years old,5,NA,NA
75545,18-24 years old,5,NA,NA
75546,Under 18 years old,5,NA,NA
75547,25-34 years old,2,58000,62112
75548,18-24 years old,4,NA,NA
75549,18-24 years old,1,NA,NA
75550,Under 18 years old,6,NA,NA
75551,25-34 years old,Less than 1 year,NA,NA
75552,Under 18 years old,4,NA,NA
75553,18-24 years old,6,100000,100000
75554,18-24 years old,5,NA,NA
75555,18-24 years old,Less than 1 year,NA,NA
75556,18-24 years old,3,NA,NA
75557,18-24 years old,1,NA,NA
75558,Under 18 years old,2,NA,NA
75559,18-24 years old,7,55000,55000
75560,Under 18 years old,6,NA,NA
75561,Under 18 years old,4,NA,NA
75562,Under 18 years old,6,NA,NA
75563,18-24 years old,4,NA,NA
75564,65 years or older,40,NA,NA
75565,Under 18 years old,4,NA,NA
75566,25-34 years old,2,NA,NA
75567,18-24 years old,2,NA,NA
75568,Under 18 years old,3,NA,NA
75569,25-34 years old,2,NA,NA
75570,18-24 years old,7,NA,NA
75571,18-24 years old,5,NA,NA
75572,25-34 years old,16,NA,NA
75573,Under 18 years old,4,NA,NA
75574,18-24 years old,3,NA,NA
75575,18-24 years old,10,NA,NA
75576,35-44 years old,3,NA,NA
75577,35-44 years old,14,2400000,78224
75578,18-24 years old,8,NA,NA
75579,25-34 years old,5,NA,NA
75580,18-24 years old,7,NA,NA
75581,Under 18 years old,2,NA,NA
75582,25-34 years old,15,37237,39877
75583,18-24 years old,9,NA,NA
75584,18-24 years old,4,NA,NA
75585,18-24 years old,7,NA,NA
75586,25-34 years old,7,NA,NA
75587,Prefer not to say,6,NA,NA
75588,Under 18 years old,7,NA,NA
75589,18-24 years old,7,220000,220000
75590,25-34 years old,15,180000,180000
75591,18-24 years old,3,NA,NA
75592,Under 18 years old,2,NA,NA
75593,18-24 years old,4,NA,NA
75594,25-34 years old,20,NA,NA
75595,18-24 years old,8,NA,NA
75596,25-34 years old,8,110000,81787
75597,25-34 years old,8,38000,38000
75598,Under 18 years old,4,NA,NA
75599,25-34 years old,11,95000,95000
75600,25-34 years old,6,160000,160000
75601,35-44 years old,2,NA,NA
75602,Under 18 years old,NA,NA,NA
75603,18-24 years old,6,NA,NA
75604,Under 18 years old,6,NA,NA
75605,18-24 years old,1,NA,NA
75606,Under 18 years old,2,NA,NA
75607,Under 18 years old,2,NA,NA
75608,25-34 years old,20,180000,180000
75609,18-24 years old,7,NA,NA
75610,18-24 years old,4,NA,NA
75611,18-24 years old,10,NA,NA
75612,18-24 years old,5,NA,NA
75613,Under 18 years old,3,NA,NA
75614,25-34 years old,10,42000,44978
75615,Under 18 years old,5,NA,NA
75616,18-24 years old,7,5000,5000
75617,18-24 years old,5,NA,NA
75618,18-24 years old,6,36000,38552
75619,18-24 years old,8,264000,33675
75620,25-34 years old,2,NA,NA
75621,25-34 years old,3,105000,105000
75622,18-24 years old,4,NA,NA
75623,Under 18 years old,8,NA,NA
75624,Under 18 years old,7,NA,NA
75625,35-44 years old,15,220000,220000
75626,Under 18 years old,4,NA,NA
75627,18-24 years old,15,258974,258974
75628,25-34 years old,8,125000,82630
75629,35-44 years old,28,725000,725000
75630,25-34 years old,6,NA,NA
75631,Under 18 years old,1,NA,NA
75632,25-34 years old,12,3000000000,70867
75633,18-24 years old,2,NA,NA
75634,Under 18 years old,4,NA,NA
75635,25-34 years old,9,145000,95851
75636,18-24 years old,6,NA,NA
75637,18-24 years old,5,NA,NA
75638,18-24 years old,10,NA,NA
75639,25-34 years old,12,300000,300000
75640,25-34 years old,15,400000,400000
75641,35-44 years old,15,65000,69608
75642,18-24 years old,12,96000,22969
75643,18-24 years old,4,NA,NA
75644,18-24 years old,8,NA,NA
75645,18-24 years old,3,NA,NA
75646,18-24 years old,10,NA,NA
75647,Under 18 years old,5,NA,NA
75648,18-24 years old,3,NA,NA
75649,18-24 years old,11,NA,NA
75650,18-24 years old,Less than 1 year,NA,NA
75651,25-34 years old,3,55000,55000
75652,Under 18 years old,5,NA,NA
75653,25-34 years old,8,75000,75000
75654,18-24 years old,Less than 1 year,NA,NA
75655,18-24 years old,5,NA,NA
75656,18-24 years old,10,NA,NA
75657,18-24 years old,6,NA,NA
75658,Under 18 years old,5,NA,NA
75659,25-34 years old,9,250000,250000
75660,18-24 years old,10,NA,NA
75661,Under 18 years old,1,NA,NA
75662,18-24 years old,1,NA,NA
75663,18-24 years old,6,NA,NA
75664,25-34 years old,6,45000,33458
75665,18-24 years old,10,32000,39724
75666,Under 18 years old,5,NA,NA
75667,18-24 years old,Less than 1 year,NA,NA
75668,25-34 years old,10,87000,87000
75669,35-44 years old,37,NA,NA
75670,Under 18 years old,2,NA,NA
75671,Under 18 years old,4,NA,NA
75672,Under 18 years old,3,NA,NA
75673,25-34 years old,14,142000,105579
75674,25-34 years old,5,70000,86897
75675,Under 18 years old,3,NA,NA
75676,Under 18 years old,NA,NA,NA
75677,18-24 years old,6,NA,NA
75678,18-24 years old,11,NA,NA
75679,Under 18 years old,6,NA,NA
75680,Under 18 years old,3,NA,NA
75681,18-24 years old,6,NA,NA
75682,25-34 years old,10,NA,NA
75683,25-34 years old,20,95000,70634
75684,25-34 years old,7,NA,NA
75685,45-54 years old,30,105600,105600
75686,35-44 years old,12,109000,109000
75687,35-44 years old,Less than 1 year,NA,NA
75688,35-44 years old,NA,NA,NA
75689,18-24 years old,6,1100000,13329
75690,25-34 years old,9,90000,90000
75691,18-24 years old,2,NA,NA
75692,Under 18 years old,2,NA,NA
75693,18-24 years old,10,36000,38552
75694,18-24 years old,3,NA,NA
75695,35-44 years old,19,160000,160000
75696,25-34 years old,11,120000,120000
75697,25-34 years old,7,NA,NA
75698,18-24 years old,8,138000,138000
75699,25-34 years old,10,113000,113000
75700,25-34 years old,19,1000000,92141
75701,35-44 years old,32,150000,150000
75702,Under 18 years old,10,NA,NA
75703,Under 18 years old,Less than 1 year,NA,NA
75704,35-44 years old,28,70000,4007
75705,18-24 years old,7,NA,NA
75706,25-34 years old,10,50000,50000
75707,18-24 years old,5,NA,NA
75708,18-24 years old,8,NA,NA
75709,18-24 years old,2,NA,NA
75710,25-34 years old,7,36000,8
75711,18-24 years old,7,140000,140000
75712,55-64 years old,38,135000,135000
75713,Under 18 years old,3,NA,NA
75714,18-24 years old,6,28800,28800
75715,25-34 years old,4,NA,NA
75716,18-24 years old,4,NA,NA
75717,18-24 years old,6,100000,100000
75718,25-34 years old,7,165000,165000
75719,25-34 years old,13,NA,NA
75720,18-24 years old,3,NA,NA
75721,Under 18 years old,4,NA,NA
75722,18-24 years old,12,NA,NA
75723,25-34 years old,3,140000,140000
75724,35-44 years old,20,131000,131000
